title,link,description,date,source
Nigerian arrested for allegedly forcing Cebu cop to do oral sex on him - Inquirer.net,https://newsinfo.inquirer.net/674771/nigerian-arrested-for-allegedly-forcing-cebu-cop-to-do-oral-sex-on-him," href=""https://newsinfo.inquirer.net/674771/nigerian-arrested-for-allegedly-forcing-cebu-cop-to-do-oral-sex-on-him"" target=""_blank"">Nigerian arrested for allegedly forcing Cebu cop to do oral sex on him</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.net</font",2015-02-23 08:00:00+00:00,Inquirer.net
From Miss America To Tabloid Fodder: Bess Myerson Dies At 90 - NPR,https://www.npr.org/sections/thetwo-way/2015/01/06/375323845/bess-myerson-dies-at-90-from-miss-america-to-tabloid-fodder," href=""https://www.npr.org/sections/thetwo-way/2015/01/06/375323845/bess-myerson-dies-at-90-from-miss-america-to-tabloid-fodder"" target=""_blank"">From Miss America To Tabloid Fodder: Bess Myerson Dies At 90</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font",2015-01-06 08:00:00+00:00,NPR
KKK Hate Messages Spray-Painted Around Miami Gardens - Miami New Times,https://www.miaminewtimes.com/news/kkk-hate-messages-spray-painted-around-miami-gardens-6524977," href=""https://www.miaminewtimes.com/news/kkk-hate-messages-spray-painted-around-miami-gardens-6524977"" target=""_blank"">KKK Hate Messages Spray-Painted Around Miami Gardens</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Miami New Times</font",2015-02-19 08:00:00+00:00,Miami New Times
Thai Red Shirt leader sentenced to two years in jail - Aljazeera.com,https://www.aljazeera.com/news/2015/1/28/thai-red-shirt-leader-sentenced-to-two-years-in-jail," href=""https://www.aljazeera.com/news/2015/1/28/thai-red-shirt-leader-sentenced-to-two-years-in-jail"" target=""_blank"">Thai Red Shirt leader sentenced to two years in jail</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Aljazeera.com</font",2015-01-28 08:00:00+00:00,Aljazeera.com
Torii Hunter rips local writer over gay marriage questions - MinnPost,https://www.minnpost.com/glean/2014/12/torii-hunter-rips-local-writer-over-gay-marriage-questions/," href=""https://www.minnpost.com/glean/2014/12/torii-hunter-rips-local-writer-over-gay-marriage-questions/"" target=""_blank"">Torii Hunter rips local writer over gay marriage questions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MinnPost</font",2014-12-04 08:00:00+00:00,MinnPost
David Cassidy is back on tour after completing court-ordered DUI rehab - Daily Mail,https://www.dailymail.co.uk/tvshowbiz/article-2936558/Former-teen-idol-David-Cassidy-tour-completing-court-ordered-DUI-rehab.html," href=""https://www.dailymail.co.uk/tvshowbiz/article-2936558/Former-teen-idol-David-Cassidy-tour-completing-court-ordered-DUI-rehab.html"" target=""_blank"">David Cassidy is back on tour after completing court-ordered DUI rehab</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daily Mail</font",2015-02-02 08:00:00+00:00,Daily Mail
The Supreme Court Considers “True Threats” and the First Amendment - Justia Verdict,https://verdict.justia.com/2014/12/10/supreme-court-considers-true-threats-first-amendment," href=""https://verdict.justia.com/2014/12/10/supreme-court-considers-true-threats-first-amendment"" target=""_blank"">The Supreme Court Considers “True Threats” and the First Amendment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Justia Verdict</font",2014-12-10 08:00:00+00:00,Justia Verdict
Crown prince of Thailand strips wife's family of royal name - UPI.com,https://www.upi.com/Top_News/World-News/2014/11/29/Thai-prince-strips-wifes-family-of-royal-name-in-wake-of-corruption-probe/2011417303710/," href=""https://www.upi.com/Top_News/World-News/2014/11/29/Thai-prince-strips-wifes-family-of-royal-name-in-wake-of-corruption-probe/2011417303710/"" target=""_blank"">Crown prince of Thailand strips wife's family of royal name</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UPI.com</font",2014-11-29 08:00:00+00:00,UPI.com
Court dissolution of left-wing party in South Korea raises alarm - Al Jazeera America,http://america.aljazeera.com/articles/2015/1/15/korea-left-troubles.html," href=""http://america.aljazeera.com/articles/2015/1/15/korea-left-troubles.html"" target=""_blank"">Court dissolution of left-wing party in South Korea raises alarm</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Al Jazeera America</font",2015-01-15 08:00:00+00:00,Al Jazeera America
Condo leadership in turmoil - South Florida Sun Sentinel - Sun Sentinel,https://www.sun-sentinel.com/news/fl-condo-money-probe-20150219-story.html," href=""https://www.sun-sentinel.com/news/fl-condo-money-probe-20150219-story.html"" target=""_blank"">Condo leadership in turmoil - South Florida Sun Sentinel</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sun Sentinel</font",2015-02-19 08:00:00+00:00,Sun Sentinel
