title,link,description,date,source
"Kerala cop gets 2-year jail, Rs 25,000 fine for taking Rs 500 bribe - Hindustan Times",https://www.hindustantimes.com/india-news/price-of-taking-rs-500-bribe-kerala-cop-gets-2-year-jail-rs-25-000-fine/story-ERwMVIa8KGjTAENMnPDyOI.html," href=""https://www.hindustantimes.com/india-news/price-of-taking-rs-500-bribe-kerala-cop-gets-2-year-jail-rs-25-000-fine/story-ERwMVIa8KGjTAENMnPDyOI.html"" target=""_blank"">Kerala cop gets 2-year jail, Rs 25,000 fine for taking Rs 500 bribe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font",2018-02-01 08:00:00+00:00,Hindustan Times
Sooraj Pancholi charged in Jiah Khan suicide: Father Aditya Pancholi ‘happy’ to start ‘real fight’ - Hindustan Times,https://www.hindustantimes.com/bollywood/sooraj-pancholi-charged-in-jiah-khan-suicide-father-aditya-pancholi-happy-to-start-real-fight/story-H4L0CNEmRflWzDmGUeFnfL.html," href=""https://www.hindustantimes.com/bollywood/sooraj-pancholi-charged-in-jiah-khan-suicide-father-aditya-pancholi-happy-to-start-real-fight/story-H4L0CNEmRflWzDmGUeFnfL.html"" target=""_blank"">Sooraj Pancholi charged in Jiah Khan suicide: Father Aditya Pancholi ‘happy’ to start ‘real fight’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font",2018-01-31 08:00:00+00:00,Hindustan Times
Mumbai Police arrests two in Shiv Sena leader Ashok Sawants murder case - Firstpost,http://www.firstpost.com/india/mumbai-police-arrests-two-in-murder-case-of-shiv-sena-leader-ashok-sawant-4293495.html," href=""http://www.firstpost.com/india/mumbai-police-arrests-two-in-murder-case-of-shiv-sena-leader-ashok-sawant-4293495.html"" target=""_blank"">Mumbai Police arrests two in Shiv Sena leader Ashok Sawants murder case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Firstpost</font",2018-01-09 08:00:00+00:00,Firstpost
Sulphur man pleads guilty to slamming woman into unconscious state - American Press,https://www.americanpress.com/news/crime/sulphur-man-pleads-guilty-to-slamming-woman-into-unconscious-state/article_80973d00-05e3-11e8-aae8-63d475805d47.html," href=""https://www.americanpress.com/news/crime/sulphur-man-pleads-guilty-to-slamming-woman-into-unconscious-state/article_80973d00-05e3-11e8-aae8-63d475805d47.html"" target=""_blank"">Sulphur man pleads guilty to slamming woman into unconscious state</a>&nbsp;&nbsp;<font color=""#6f6f6f"">American Press</font",2018-01-30 08:00:00+00:00,American Press
"#JusticeforJisha: Migrant worker Ameerul Islam, accused of raping and killing Kerala law student, convicted - The New Indian Express",https://www.newindianexpress.com/states/kerala/2017/dec/12/justiceforjisha-migrant-worker-ameerul-islam-accused-of-raping-and-killing-kerala-law-student-co-1725053.html," href=""https://www.newindianexpress.com/states/kerala/2017/dec/12/justiceforjisha-migrant-worker-ameerul-islam-accused-of-raping-and-killing-kerala-law-student-co-1725053.html"" target=""_blank"">#JusticeforJisha: Migrant worker Ameerul Islam, accused of raping and killing Kerala law student, convicted</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New Indian Express</font",2017-12-12 08:00:00+00:00,The New Indian Express
"Gujarat Assembly polls: How about buying BJP t-shirt, Congress umbrella in Surat? - Oneindia",https://www.oneindia.com/india/gujarat-assembly-polls-how-about-buying-bjp-t-shirt-congre-2583233.html," href=""https://www.oneindia.com/india/gujarat-assembly-polls-how-about-buying-bjp-t-shirt-congre-2583233.html"" target=""_blank"">Gujarat Assembly polls: How about buying BJP t-shirt, Congress umbrella in Surat?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Oneindia</font",2017-11-15 08:00:00+00:00,Oneindia
Aarushi murder case: Hemraj’s widow challenges Talwars’ acquittal in Supreme Court - Hindustan Times,https://www.hindustantimes.com/india-news/aarushi-murder-case-hemraj-s-widow-challenges-talwars-acquittal-in-supreme-court/story-1UuAc2Q7LNBF5qeasozzXM.html," href=""https://www.hindustantimes.com/india-news/aarushi-murder-case-hemraj-s-widow-challenges-talwars-acquittal-in-supreme-court/story-1UuAc2Q7LNBF5qeasozzXM.html"" target=""_blank"">Aarushi murder case: Hemraj’s widow challenges Talwars’ acquittal in Supreme Court</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font",2017-12-15 08:00:00+00:00,Hindustan Times
15 Key Steps For Companies Responding To Sexual Harassment Or Discrimination Allegations - Forbes Now,https://www.forbes.com/sites/allbusiness/2017/11/13/15-key-steps-for-companies-responding-to-sexual-harassment-or-discrimination-allegations/," href=""https://www.forbes.com/sites/allbusiness/2017/11/13/15-key-steps-for-companies-responding-to-sexual-harassment-or-discrimination-allegations/"" target=""_blank"">15 Key Steps For Companies Responding To Sexual Harassment Or Discrimination Allegations</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes Now</font",2017-11-13 08:00:00+00:00,Forbes Now
India-China Tensions Flare Vying for Indian Ocean Region Control - The Quint,https://www.thequint.com/voices/blogs/india-china-dominance-indian-ocean-region-string-of-pearl-theory," href=""https://www.thequint.com/voices/blogs/india-china-dominance-indian-ocean-region-string-of-pearl-theory"" target=""_blank"">India-China Tensions Flare Vying for Indian Ocean Region Control</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Quint</font",2018-02-05 08:00:00+00:00,The Quint
PLATFORM FOR TORT LAW - The Daily Star,https://www.thedailystar.net/law-our-rights/law-vision/platform-tort-law-1530388," href=""https://www.thedailystar.net/law-our-rights/law-vision/platform-tort-law-1530388"" target=""_blank"">PLATFORM FOR TORT LAW</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Daily Star</font",2018-02-06 08:00:00+00:00,The Daily Star
