title,link,description,date,source
Gloomy consumers cast dark cloud over economy - Reuters,https://in.reuters.com/article/us-usa-economy-prices/gloomy-consumers-cast-dark-cloud-over-economy-idUSTRE76E2LW20110715," href=""https://in.reuters.com/article/us-usa-economy-prices/gloomy-consumers-cast-dark-cloud-over-economy-idUSTRE76E2LW20110715"" target=""_blank"">Gloomy consumers cast dark cloud over economy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font",2011-07-15 07:00:00+00:00,Reuters
Tiger Woods to golf at Firestone after layoff - CBS News,https://www.cbsnews.com/news/tiger-woods-to-golf-at-firestone-after-layoff/," href=""https://www.cbsnews.com/news/tiger-woods-to-golf-at-firestone-after-layoff/"" target=""_blank"">Tiger Woods to golf at Firestone after layoff</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS News</font",2011-07-28 07:00:00+00:00,CBS News
Florida professor convicted of racking up $4.5 million in fraudulent health insurance claims - Mass Device,https://www.massdevice.com/florida-professor-convicted-racking-45-million-fraudulent-health-insurance-claims/," href=""https://www.massdevice.com/florida-professor-convicted-racking-45-million-fraudulent-health-insurance-claims/"" target=""_blank"">Florida professor convicted of racking up $4.5 million in fraudulent health insurance claims</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mass Device</font",2011-08-25 07:00:00+00:00,Mass Device
South African Judge Finds Julius Malema Guilty of Hate Speech - New York Times,https://www.nytimes.com/2011/09/13/world/africa/13southafrica.html," href=""https://www.nytimes.com/2011/09/13/world/africa/13southafrica.html"" target=""_blank"">South African Judge Finds Julius Malema Guilty of Hate Speech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Times</font",2011-09-12 07:00:00+00:00,New York Times
'Match-fixing' South Korean footballers banned for life - BBC News,https://www.bbc.co.uk/news/world-asia-pacific-13807142," href=""https://www.bbc.co.uk/news/world-asia-pacific-13807142"" target=""_blank"">'Match-fixing' South Korean footballers banned for life</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC News</font",2011-06-17 07:00:00+00:00,BBC News
"Galea, Canadian Doctor, Pleads Guilty to Drug Charge - New York Times",https://www.nytimes.com/2011/07/07/sports/galea-canadian-doctor-pleads-guilty-to-drug-charge.html," href=""https://www.nytimes.com/2011/07/07/sports/galea-canadian-doctor-pleads-guilty-to-drug-charge.html"" target=""_blank"">Galea, Canadian Doctor, Pleads Guilty to Drug Charge</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Times</font",2011-07-06 07:00:00+00:00,New York Times
"BJP delegation meets CBI chief, demands probe in Chidambaram's role in 2G scam - Times of India",https://timesofindia.indiatimes.com/india/BJP-delegation-meets-CBI-chief-demands-probe-in-Chidambarams-role-in-2G-scam/articleshow/9242373.cms," href=""https://timesofindia.indiatimes.com/india/BJP-delegation-meets-CBI-chief-demands-probe-in-Chidambarams-role-in-2G-scam/articleshow/9242373.cms"" target=""_blank"">BJP delegation meets CBI chief, demands probe in Chidambaram's role in 2G scam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font",2011-07-16 07:00:00+00:00,Times of India
"Former Chairman of Taylor, Bean & Whitaker Sentenced to 30 Years in Prison and Ordered to Forfeit $38.5 Million - Federal Bureau of Investigation",https://www.fbi.gov/washingtondc/press-releases/2011/former-chairman-of-taylor-bean-whitaker-sentenced-to-30-years-in-prison-and-ordered-to-forfeit-38.5-million," href=""https://www.fbi.gov/washingtondc/press-releases/2011/former-chairman-of-taylor-bean-whitaker-sentenced-to-30-years-in-prison-and-ordered-to-forfeit-38.5-million"" target=""_blank"">Former Chairman of Taylor, Bean & Whitaker Sentenced to 30 Years in Prison and Ordered to Forfeit $38.5 Million</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Federal Bureau of Investigation</font",2011-06-30 07:00:00+00:00,Federal Bureau of Investigation
Mutual Benefits fraud: Attorney McNerney faces five years - South Florida Business Journal - Bizjournals.com,https://www.bizjournals.com/southflorida/blog/2011/08/mutual-benefits-fraud-McNerney.html," href=""https://www.bizjournals.com/southflorida/blog/2011/08/mutual-benefits-fraud-McNerney.html"" target=""_blank"">Mutual Benefits fraud: Attorney McNerney faces five years - South Florida Business Journal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bizjournals.com</font",2011-08-23 07:00:00+00:00,Bizjournals.com
Conman hit three Australian banks in credit card sting - Sydney Morning Herald,https://www.smh.com.au/business/conman-hit-three-australian-banks-in-credit-card-sting-20110907-1jxr4.html," href=""https://www.smh.com.au/business/conman-hit-three-australian-banks-in-credit-card-sting-20110907-1jxr4.html"" target=""_blank"">Conman hit three Australian banks in credit card sting</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sydney Morning Herald</font",2011-09-08 07:00:00+00:00,Sydney Morning Herald
